"Date","6M","1Y","2Y","3Y","4Y","5Y","6Y","7Y","8Y","9Y","10Y","15Y","20Y","30Y"
2012-01-04,2.21227595389906,2.3663106126779,2.62142809238578,2.82099285347295,2.97852336808405,3.10377520183117,3.20387486518705,3.28410190593124,3.3484280203439,3.39988886251282,3.44084101276099,3.54144559888509,3.54629402024415,3.42701230405985
2012-01-05,2.26418196509501,2.40948566996139,2.65127978185482,2.84223743539501,2.99504415155194,3.11875081632387,3.21988879965279,3.30323597984725,3.37234207789231,3.42988865951038,3.477935989146,3.62183873910336,3.67185397898358,3.62665223340845
2012-01-06,2.31328252543644,2.45106349041534,2.68072695001208,2.86289694564786,3.00969301927467,3.12968572659282,3.22899936694103,3.31206737029416,3.38214850134726,3.44167902796752,3.49251285676999,3.65722921481843,3.73147126083197,3.72801389968835
2012-01-09,2.34556538965992,2.4771695112504,2.69669365097285,2.87127112158928,3.0125984507301,3.12888666746987,3.22595489095133,3.30797786474966,3.37799541751801,3.43825884255119,3.49046606576269,3.66773825343382,3.7578343656328,3.78258176937652
2012-01-10,2.37529686645219,2.50241948532423,2.71458535832774,2.88365028976637,3.02100432927273,3.13459801937672,3.2300293625422,3.3112856673367,3.38124812430817,3.44203399219462,3.49522816744055,3.68156297140556,3.78311982277563,3.82826770833157
2012-01-11,2.39787150113017,2.5219524454662,2.72908393388975,2.89432271036609,3.02886018037663,3.1404779216448,3.23463038862158,3.31518309601382,3.38491404848816,3.44585322525536,3.499511830524,3.69097915904491,3.79940752648009,3.85703787867945
2012-01-12,2.41254987405977,2.53431258403043,2.73768348214638,2.90016710086521,3.03278564336267,3.14317702439378,3.23667388580334,3.31703861216464,3.38696204101825,3.44840061380366,3.50280362452854,3.70011834318539,3.8155078700563,3.88524362596837
2012-01-13,2.43212672855001,2.5507026188338,2.74869883877141,2.90696290717969,3.03633222087494,3.1442871610532,3.23602621939631,3.31519766920965,3.38439540051483,3.44549360004653,3.49987187703328,3.70002912865376,3.82036029993844,3.89977988312015
2012-01-16,2.4106144525491,2.52810118028105,2.72458864931453,2.88210200135374,3.01133900042515,3.11966225349188,3.2121711163853,3.29243060528808,3.36296486792995,3.42558983969587,3.48163663754394,3.69107902285784,3.82050382751548,3.91436516824624
2012-01-17,2.41331140325316,2.52856061492777,2.72140136596823,2.87621953248737,3.00355354484203,3.1106306743482,3.20243547702673,3.28243573157732,3.35307335763543,3.41609488082214,3.47277294691547,3.68742673829713,3.82318520998564,3.92815148751095
2012-01-18,2.42317729093336,2.53584054021814,2.72437791112963,2.87589415864937,3.00076425097193,3.10607634124928,3.19669672144591,3.275992761009,3.34632124822951,3.40935664203152,3.46631068586099,3.68473873145191,3.825814335597,3.94060383727886
2012-01-19,2.41776074819642,2.52924092953798,2.71590819922979,2.86612173984196,2.99015874094506,3.09502448444301,3.18551513321683,3.26493881150489,3.33560235199364,3.39913818039883,3.45672275737654,3.67937746190828,3.825112270474,3.94774333897823
2012-01-20,2.45130924017431,2.56014767474469,2.74222902307729,2.88866971436973,3.00962415800578,3.11199247690135,3.20048082409914,3.27832033370337,3.34775203399149,3.41035215280013,3.46724919991629,3.6889534514217,3.8358394135828,3.96207012735315
2012-01-21,2.49157196463449,2.59699740110518,2.77311747190506,2.91460692060273,3.03147003854784,3.13047820147466,3.21622720270235,3.29185363278682,3.35951757689376,3.42072601115644,3.47654824059274,3.69609965535515,3.8436490640333,3.97329187148397
2012-01-29,2.51323386712362,2.61677526012659,2.78963562428385,2.92845728277768,3.04315442589178,3.14042131127033,3.22478777137859,3.29933402085166,3.36617200009207,3.4267676062546,3.48215512819983,3.70130446371346,3.84992046995362,3.98249973094915
2012-01-30,2.51310644199511,2.61576729568926,2.78717617147815,2.92490267115467,3.03880209874687,3.13551864388827,3.21953962117187,3.29390918801244,3.3607087525195,3.4213784010941,3.47693064386734,3.69771587752541,3.84845479792098,3.98484858187244
2012-01-31,2.49008056918034,2.59243288334371,2.76353270281297,2.9012958816593,3.01551059042002,3.11276459880352,3.19749792091004,3.27271516833481,3.34046479026609,3.40215950242277,3.45878917897534,3.68520289385773,3.84118826166654,3.98568773614525
2012-02-01,2.49040676366179,2.59245364132726,2.76310982370178,2.90061921293508,3.01473560717643,3.1120177490632,3.19688118622224,3.27230995163471,3.34033522725244,3.40235527917193,3.45934792685504,3.68784527053763,3.84591743941515,3.99377026233781
2012-02-02,2.50539838615486,2.60665516659826,2.77594252079606,2.91232928444993,3.02553189700147,3.12207711706143,3.20635312780533,3.28132056698536,3.3489906305241,3.41074452554947,3.46754552462007,3.69582790551994,3.85430608653556,4.00332829017457
2012-02-03,2.50912181246084,2.61005057567833,2.77881677293074,2.9148367586488,3.02780048041877,3.12421223685363,3.20844119794941,3.28343193293726,3.35118208301671,3.41306144485359,3.47002370799852,3.69941076032563,3.85912088835836,4.01022724638342
2012-02-06,2.55916837998249,2.6585253662056,2.82436088055255,2.95771015808796,3.06823720665469,3.16242314535986,3.24461641903702,3.31774305506534,3.38378409587632,3.44409446945565,3.49961453784203,3.72331432345469,3.87914754535751,4.02553746890345
2012-02-07,2.57182248066286,2.67122480193104,2.83711447776498,2.9704768025029,3.08098360905375,3.17512260171936,3.25724775446787,3.33028972517541,3.39623342288716,3.45643699360731,3.51184346737484,3.73493792338488,3.8901977128567,4.03569347563804
2012-02-08,2.59719307341784,2.69584792636546,2.8603699865954,2.99251720665021,3.10194300409371,3.19511897727345,3.2763850077969,3.3486594173606,3.41391631095886,3.47350436761928,3.5283583176332,3.74940910021581,3.90341388488381,4.04755173023351
