Date,6M,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,15Y,20Y,30Y
2012-01-04,2.640792691141569,2.6753999999999944,2.8301082172880188,2.8693867187604694,2.951783524933571,3.0350601758695417,3.2026321627088405,3.372846748910785,3.408592115824005,3.4395373691058273,3.4745176702335456,3.9248875022161345,4.092825817053591,4.235366370716953
2012-01-05,2.630616367611216,2.675000000000005,2.8125128272965094,2.9022876745576465,2.9863144077724835,3.071475365517884,3.225959427323888,3.3895990748078253,3.412834689349853,3.441111279836062,3.4717913927693855,3.9203620124667715,4.088095880645315,4.217444383255287
2012-01-06,2.6432109016085725,2.6766999999999985,2.815934448824864,2.894887033982907,3.0023498625095124,3.111212277178055,3.24426082895366,3.3734900459903017,3.3996823792556086,3.4321887688623764,3.4655068218308216,3.919084200202949,4.086814866361199,4.2151134038930005
2012-01-09,2.6583358820250202,2.6771999999999796,2.810853557301529,2.896216933556528,3.0096387781983314,3.115237368598822,3.232884983344153,3.352442542929168,3.3761701055734505,3.4036494852401677,3.427613182809597,3.856022646235324,4.022696079521149,4.247243381757615
2012-01-10,2.601501867546352,2.6809000000000083,2.8339397998282667,2.9184266855206253,3.0155685312733826,3.115395625539663,3.2352299900113124,3.3569783036880185,3.3959831636607873,3.437492420814703,3.4771420251038077,3.9149387210088094,4.008391291541402,4.260929929039725
2012-01-11,2.594247691771767,2.6526999999999967,2.8371486832711623,2.913790990060683,3.020454188497723,3.131655917585263,3.250618726568044,3.3716437804189425,3.401177036127012,3.425722674899667,3.4542407929048613,3.891686166073449,3.972598996521226,4.232118578727873
2012-01-12,2.6363593792701145,2.784693392658011,2.8387028197557562,2.902746550141666,3.0197241251411766,3.1381218251486986,3.247961920337583,3.3661804954725927,3.404463137171332,3.447605214027605,3.493458325787535,3.9297287626407273,4.009177512657791,4.269203500188912
2012-01-13,2.7029698992282247,2.782164928273967,2.820229385551687,2.924977052105926,3.0319047115162867,3.1401065117177884,3.245311773217341,3.3461753682390016,3.372171558589465,3.404181248563476,3.437015944816735,3.8741997349241997,3.95445708974711,4.240569803784333
2012-01-16,2.7042391760999873,2.7452999999999728,2.8472314431487344,2.9344068284099967,2.994023852038419,3.045120606568652,3.199360119172745,3.355867226891762,3.394405515918386,3.4367832722361324,3.475932752408739,3.9006208972585332,3.980393275269889,4.261519026128524
2012-01-17,2.687079313097218,2.8000999999999943,2.8717140680373676,2.9459257302889785,2.990233382864993,3.0364310245582615,3.189706815068072,3.345400240673335,3.382816150068413,3.422850071246719,3.4610351840868248,3.886105036344567,3.969491181675844,4.247408942825492
2012-01-18,2.747220899546088,2.8647999999999785,2.887450924441537,2.9395620107896647,2.9862738174266434,3.036545127029111,3.1854039271922874,3.336459420675797,3.3709366616628156,3.40342156637774,3.4383533254148224,3.892553465067161,3.9699305158114484,4.251728119657749
2012-01-19,2.643916218360687,2.860731130549543,2.8649472893939487,2.9014806851486608,2.969497082169026,3.038094542109926,3.185580063946758,3.338434258763545,3.361255647841621,3.388325823147853,3.4163563491898197,3.870865789177169,3.9472945228912426,4.229083536997513
2012-01-20,2.6264855287555733,2.824032687965805,2.855645082344127,2.932417415190325,3.003589035436627,3.0755180648569747,3.218558128624305,3.3330479616672237,3.374917071284833,3.4195488124077356,3.465306128957857,3.898815363994257,3.9801263982268242,4.259403882006718
2012-01-21,2.767667473513291,2.911200000000025,2.8986202965262997,2.938320991276444,3.029124174945763,3.13683064293262,3.2375306755589417,3.3274564832089126,3.3509818068131247,3.375430331007445,3.400450562984414,3.8058761898676297,4.1103102842956485,4.229922285435284
2012-01-29,2.6558950951749427,2.7814000000000005,2.8557470096830073,2.932948158597659,3.039668885392244,3.1580355399879467,3.2296866692589576,3.313301063506069,3.3697612274632416,3.4118800761981483,3.4628140360232873,3.7898385568842174,4.111382701363131,4.259876262083351
2012-01-30,2.644804388290045,2.781900000000004,2.852391545848154,2.9238363869659167,3.033366409361693,3.1427577944158847,3.226180600134443,3.319425881163829,3.3601422448463314,3.3923973584423006,3.4259865078796636,3.7566776412994773,4.074961894510554,4.224331033444906
2012-01-31,2.6921918176237236,2.780500000000008,2.882313561786254,2.955843497050026,2.9996459130161135,3.051388270391042,3.1831548414475552,3.3229899767907467,3.361703065350019,3.3937199097375803,3.437670151692962,3.7551379072343627,4.085225958155059,4.24541256589015
2012-02-01,2.707001486382654,2.780500000000008,2.9293653339877324,2.926346417889847,2.9924575966833844,3.0664010481709303,3.2049754565188104,3.3497664959070583,3.393638363245266,3.432423644041638,3.4833793246515476,3.7997904903550817,4.0750122850929715,4.23768214843292
2012-02-02,2.773534098546815,2.8111678267210616,2.909142289044264,2.9372698972218725,3.0071529035252453,3.079912423338471,3.2228998959342503,3.3700396281154177,3.405592910555799,3.439109799051332,3.4818294113102777,3.7910889826929806,4.080033143817596,4.2310261939704885
2012-02-03,2.708412560580742,2.8049908716870853,2.923913659073296,2.9369399957302145,3.0069806938547217,3.0777807272118984,3.2264366921424648,3.366408102940044,3.4018484219289213,3.4384840443114184,3.4812940090564126,3.792002359654889,4.080884141721808,4.230727174919791
2012-02-06,2.708901011600018,2.8003,2.873863172146307,2.9416782192441815,3.061903853431591,3.183744616236295,3.282789603814784,3.3950186399213322,3.429042143004124,3.4776365222433547,3.525722195616532,3.818306622774159,4.13477205035091,4.226335217473864
