Date,6M,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,15Y,20Y,30Y
2012-01-04,2.665504837188561,2.6826640876953673,2.753694427361197,2.8521667087499805,2.961269936093523,3.071114850890804,3.1761898252320653,3.2737061432501977,3.362529989669661,3.4424998246242575,3.513995595362963,3.769479012528565,3.9160586320287036,4.068126129324173
2012-01-05,2.65272170723758,2.6804010300069487,2.765113353945238,2.870507266711918,2.9823164146489853,3.0923086319587116,3.1960414924729204,3.2914077798224417,3.377700885254008,3.455020827334651,3.523902155037616,3.768673384443037,3.9085008438634246,4.053384227262527
2012-01-06,2.660431254734456,2.688514421674633,2.773281450170921,2.8780989871547322,2.989000827346053,3.0979400430744763,3.2005853334818353,3.294893316107872,3.380191463593934,3.456595516225758,3.524644723642227,3.766368289276574,3.904414377509929,4.047439996006632
2012-01-09,2.6628617982285405,2.690634846997391,2.773493157644197,2.875412471335544,2.9829993409563897,3.0885471223177094,3.1879172142917156,3.279166675156224,3.3616669556799197,3.43554426175353,3.5013293368889418,3.734933574794095,3.868308639580653,4.006484604375181
2012-01-10,2.6379928428045796,2.6756162633739105,2.772876088735673,2.8841229382334257,2.9976616162361034,3.1069259451537863,3.2085415636483843,3.3010762996031793,3.3842418440551483,3.458390106890176,3.524200763459496,3.7566868339525668,3.8888850329940596,4.025681860859522
2012-01-11,2.6194471444028102,2.665698971022835,2.773805569450402,2.890058328927046,3.0050104880509334,3.1135519230266495,3.2132410675961856,3.3032347289379116,3.3836090782288943,3.4549350792347484,3.518018225735352,3.739617172502369,3.8650642388185155,3.994707984065377
2012-01-12,2.6878274260908173,2.7151249797532055,2.7976985664365097,2.8999022247371244,3.008083907307819,3.114375815921298,3.21454132235808,3.306579965040801,3.3898313457918987,3.464405819456282,3.5308280169909336,3.76678616550093,3.901545922828526,4.041168521785807
2012-01-13,2.727680504355088,2.7464119836974894,2.8146701574698754,2.905556043238939,3.004711678214213,3.1037406016908444,3.1980084317077537,3.285213975731772,3.3644682823596694,3.435707061270108,3.4993207300664415,3.7262125728168276,3.8561998509915894,3.9909981263894196
2012-01-16,2.726473951438725,2.738057792539683,2.798244732445347,2.8866196933479107,2.9865688211449473,3.088253203476382,3.186129601093282,3.2773357346446126,3.360646373014945,3.435804728654932,3.503099390736169,3.744131712967938,3.882668605372848,4.026465659122303
2012-01-17,2.7506062801061546,2.757516716942021,2.8101808484534594,2.89289528174146,2.9885374229699955,3.086905679522174,3.182197022076623,3.2713621005736173,3.353040196394541,3.4268757721171466,3.4930849474742747,3.7307806046249556,3.8676431125471646,4.009774014456427
2012-01-18,2.8197982066077154,2.8079954649506735,2.833956681566768,2.9001257053697693,2.9858713081758785,3.078655663257164,3.171126134972002,3.2592104974639353,3.340877000816985,3.415333404204323,3.482514616485751,3.726011746561363,3.867233078265893,4.014190491301804
2012-01-19,2.7480041485631226,2.7526634221769055,2.801653834823044,2.8815521134942697,2.9750121242649934,3.071670499143316,3.1656065170534218,3.2536847204715036,3.334481006139938,3.4075928729369402,3.473201401139002,3.709009594084682,3.844903779010961,3.9860639666979223
2012-01-20,2.7238185988531103,2.7388251342888728,2.8031454710370123,2.8932032161854098,2.993349257482413,3.094366022328967,3.1911055025257706,3.2809526065962684,3.3628330456863234,3.4365789697891476,3.5025284334049474,3.7382935925916865,3.8736048476156797,4.013995301614421
2012-01-21,2.8301023227086413,2.821984683574321,2.852192749983287,2.9198094727981223,3.0053298712918926,3.0969376833052986,3.18773610699592,3.2739353443992383,3.353673805422481,3.4262574617262294,3.4916739462300503,3.728360150274191,3.8654503893016194,4.0080560119887405
2012-01-29,2.7229439383681497,2.7409983631437407,2.809434791985928,2.9017701458567613,3.003027088186323,3.1044288171445915,3.2011144363712107,3.290654118952928,3.3720916299514903,3.4453330616148405,3.5107616588987693,3.74427569080758,3.8781228527511082,4.016943405966597
2012-01-30,2.7229473111557017,2.741234713028893,2.8087514515961756,2.899051853840557,2.9977410617579197,3.09639502807962,3.190358647038193,3.277315080042421,3.3563635010041253,3.4274305573430253,3.4908997106774553,3.71732544396136,3.84706756213561,3.9816180783389643
2012-01-31,2.763737542487033,2.7638879940782157,2.806990136679716,2.8838784093399115,2.9761265104619974,3.072667130263993,3.167124911916513,3.2560742562041125,3.337908874750163,3.4121144576186646,3.4788057602980427,3.7190690846741563,3.8577786557029703,4.001936275524529
2012-02-01,2.7619085670472288,2.767346222641192,2.818077138092982,2.899790748787362,2.9950158669265563,3.093323506381452,3.188763600116901,3.278192813250777,3.36019128742779,3.4343670823872476,3.5009146274186422,3.7400103587710234,3.877760644276456,4.0208375364744215
2012-02-02,2.7914091503772087,2.7926004842371297,2.8368652524634275,2.9140963514955436,3.0062014852730683,3.1023266999290406,3.1962308918822298,3.2845711921081553,3.3657907626844237,3.439403480302456,3.505538895862385,3.7436715216395022,3.8810947787143335,4.023899053031113
2012-02-03,2.7600391553083337,2.7702169970634634,2.827076975319746,2.9118452383954434,3.008212595014333,3.10650598271404,3.201262437808877,3.28964856785486,3.3704383539159033,3.4433581426725173,3.508671930631907,3.7427401278368846,3.8773320678619827,4.017051427601719
2012-02-06,2.738938018403445,2.764767093490101,2.843684387745356,2.9417962668973647,3.0458469796190513,3.1481888610258544,3.244696157295683,3.333413108472804,3.4136853137769303,3.485607704092862,3.5496787488263486,3.7773463737777977,3.907398743239046,4.042152243337373
