"Date","1M","3M","6M","1Y","2Y","3Y","5Y","7Y","10Y","20Y","30Y"
2001-07-31,3.28524145152479,3.36672833462455,3.48118216700532,3.68564399635873,4.01416345995161,4.2620089806568,4.60383121698124,4.82824156696037,5.05599899409774,5.3171233476026,4.93717123338281
2001-08-31,3.14096434203546,3.22481610859776,3.34275255630779,3.55397771442511,3.89525569296769,4.15490620190513,4.51778456918014,4.76029313920648,5.01063563178042,5.32028961609298,4.96584105417188
2001-09-28,2.2598600283384,2.36037993344403,2.50274789390446,2.76101935679293,3.1895351363746,3.52801655847933,4.02648171192131,4.37965943094207,4.75900890645198,5.29880729254653,5.02619085731841
2001-10-31,1.79368322373666,1.90056074935321,2.05227284753526,2.32862683819911,2.79101219728657,3.16053008743946,3.71355078629746,4.11268124590332,4.54792060582559,5.20028555104233,4.98056961671141
2001-11-30,1.60621064822074,1.71920732863346,1.87985508324526,2.17329814553437,2.66692318145158,3.06410060301607,3.66314282567164,4.09795526598226,4.57171772315289,5.2758011851632,5.05744994592667
2001-12-31,1.60983457364749,1.72629810260221,1.89198127439972,2.19495876301644,2.70564665966078,3.1174592775676,3.73953932546377,4.19056793151602,4.67900998563457,5.38589640539504,5.14513027586942
2002-01-31,1.65817509769929,1.77632849468935,1.94445171848522,2.25199840483034,2.77066595611362,3.18906312273304,3.82076250739195,4.27757421417187,4.76938178546269,5.46358093853311,5.19959114870638
2002-02-28,1.64370773466537,1.76358499021174,1.9342147978204,2.24651743908589,2.77373424876981,3.19951427984231,3.84297875991567,4.30826187921402,4.80809781455341,5.50639424806128,5.23362464392805
2002-03-29,1.86501778367843,1.98433801618982,2.15410158865125,2.46456150342437,2.98769622272991,3.40894279594232,4.04230834107883,4.49655781652992,4.97897727033269,5.62098567281726,5.30295560260953
2002-04-30,1.69878485399439,1.82280898621963,1.99944176800022,2.32303952200836,2.87019378894615,3.31271097245504,3.98147824979611,4.46318895252493,4.97527872136298,5.65725520773108,5.34045898989311
2002-05-31,1.66377697727206,1.78961473736798,1.9688891259207,2.29751492173003,2.85376898138444,3.30422493821433,3.98587264547727,4.47715814254424,4.99887751000921,5.68955203680761,5.36735807883204
2002-06-28,1.50941823841277,1.63837381413305,1.82221571220131,2.15962824108588,2.73214258176713,3.19725003705281,3.90398393920054,4.41560722909635,4.96080887514727,5.69212662734,5.3831342859425
2002-07-31,1.4069203627288,1.53633276008877,1.72087137124433,2.05972069846082,2.63526172689599,3.10356451011013,3.81704841070546,4.33570187336086,4.8915804327559,5.65568685199524,5.37211012351882
2002-08-30,1.36221559853182,1.4901044406204,1.67244798544207,2.00720411849745,2.57566432515334,3.03821532506232,3.74356821108956,4.2577212671637,4.81184034775682,5.59211264218732,5.33361064114741
2002-09-30,1.20406445278067,1.33140988969102,1.51301298813727,1.8465400084416,2.41347017481487,2.87558997546927,3.58279329603073,4.10159968495638,4.66627271976243,5.49377414554745,5.28049879832902
2002-10-31,1.11864459534479,1.24525272459379,1.42581758046835,1.75749437747091,2.32156128583704,2.78181464084973,3.48777179572697,4.00794250986285,4.57809269357907,5.43688523868362,5.25628052422553
2002-11-29,1.02910663593169,1.15667145323086,1.33864966349704,1.67308694954702,2.2424206640247,2.70762129571772,3.42259987758122,3.95075522272344,4.53122681829598,5.41404522765245,5.24760251953556
2002-12-31,0.92821027653968,1.05561094693411,1.2373822451599,1.57153931700622,2.14080362036867,2.60651329343415,3.32392518606329,3.8559554967155,4.44402687339248,5.35747143906065,5.21900619698061
2003-01-31,0.896155935914204,1.02283053352843,1.20355902737691,1.5357832914982,2.10175017514423,2.56484416273188,3.27874879559223,3.8091187851443,4.39721711746545,5.3215750734594,5.19786792976119
2003-02-28,0.881343125054065,1.00620470314075,1.18431041892313,1.51160584608847,2.06889659232021,2.52473906684052,3.22777476321119,3.75121748668894,4.33441382425845,5.26759558108452,5.1646146578454
2003-03-31,0.835246013325123,0.959418296404326,1.13654077320483,1.46203795000528,2.01635639550169,2.46997300090269,3.17043353978398,3.6932939787124,4.27829168731696,5.22841898890238,5.14521091694836
2003-04-30,0.847978165825817,0.970535553034951,1.14531452610708,1.46638159686848,2.01279999633133,2.45967752873513,3.14963595809162,3.66524463418249,4.24394381250704,5.19476561746282,5.12374891936722
2003-05-30,0.791179892408413,0.912225939523762,1.08483032504763,1.4018526704048,1.94131452435528,2.38259626435049,3.06481101481177,3.57637977094625,4.15409182413878,5.12376162510119,5.08007907950608
2003-06-30,0.685022502077909,0.806337993865376,0.979364068644019,1.29729230314079,1.838791384887,2.28236799834094,2.96976670229005,3.4870664230075,4.07390668629814,5.07341286602024,5.05390652678695
2003-07-31,0.76014975192529,0.880916824344074,1.0531293105702,1.3694566967235,1.90785721579767,2.34846861436753,3.03031700529852,3.54254051050692,4.12257244937606,5.10499963297877,5.07448177797886
2003-08-29,0.809915515303481,0.930544892917907,1.10254316940976,1.41841461167278,1.9558042093647,2.39529195586379,3.07463514183893,3.58411959980688,4.15982557859961,5.12826193114217,5.08648879823129
2003-09-30,0.732099734226944,0.853500498223935,1.02664083035669,1.34475142319551,1.88644524372173,2.33001569429979,3.01690756932995,3.53319191474597,4.1178665506363,5.1080721878192,5.0798155626228
2003-10-31,0.780345932577158,0.901220955065828,1.07358550195507,1.39018405517629,1.92900496778485,2.36989155645166,3.05192803396579,3.56395920918342,4.14320249337539,5.12109748252315,5.08583931353802
2003-11-28,0.798054735244572,0.919202713197275,1.09195635248648,1.40926557167953,1.94925733669526,2.39101533306229,3.07404217770013,3.58626523317587,4.16472604665469,5.13565434023304,5.09234191518373
2003-12-31,0.764882562761603,0.886863149130653,1.06083307960135,1.3804700004442,1.92472303707358,2.37026183267492,3.05960130059269,3.5767462018534,4.16056794228049,5.13897555265717,5.09623576286655
2004-01-30,0.749282664279867,0.871564629534472,1.04597462137857,1.36645301782629,1.91224384043921,2.35914357792513,3.05074576337403,3.56964289706818,4.15535273582491,5.13627334387616,5.09357081564766
2004-02-27,0.739718473529478,0.861647638254765,1.0355482383685,1.35507285570417,1.89919838347704,2.34472449575563,3.03432151399971,3.55201537102258,4.13702987462758,5.1206263143558,5.08279596235964
