,Time_Period,RIFLGFCM01_N.B,RIFLGFCM03_N.B,RIFLGFCM06_N.B,RIFLGFCY01_N.B,RIFLGFCY02_N.B,RIFLGFCY03_N.B,RIFLGFCY05_N.B,RIFLGFCY07_N.B,RIFLGFCY10_N.B,RIFLGFCY20_N.B,RIFLGFCY30_N.B,Time_Period_YM,MARGIN_RIFLGFCM01_N.B,MARGIN_RIFLGFCM03_N.B,MARGIN_RIFLGFCM06_N.B,MARGIN_RIFLGFCY01_N.B,MARGIN_RIFLGFCY02_N.B,MARGIN_RIFLGFCY03_N.B,MARGIN_RIFLGFCY05_N.B,MARGIN_RIFLGFCY07_N.B,MARGIN_RIFLGFCY10_N.B,MARGIN_RIFLGFCY20_N.B,MARGIN_RIFLGFCY30_N.B
242,1982-03-31,,13.99,14.27,14.3,14.52,14.52,14.39,14.37,14.18,13.89,13.68,1982-03-01,,0.9900000000000002,0.16000000000000014,0.030000000000001137,0.08000000000000007,0.08000000000000007,0.27000000000000135,0.28999999999999915,0.15000000000000036,-0.1999999999999993,-0.15000000000000036
243,1982-04-30,,13.15,13.51,13.67,13.99,14.0,13.9,13.88,13.87,13.57,13.39,1982-04-01,,-0.8399999999999999,-0.7599999999999998,-0.6300000000000008,-0.5299999999999994,-0.5199999999999996,-0.4900000000000002,-0.48999999999999844,-0.3100000000000005,-0.3200000000000003,-0.28999999999999915
244,1982-05-31,,11.97,12.56,12.93,13.62,13.73,13.76,13.86,13.71,13.63,13.39,1982-05-01,,-1.1799999999999997,-0.9499999999999993,-0.7400000000000002,-0.370000000000001,-0.2699999999999996,-0.14000000000000057,-0.02000000000000135,-0.15999999999999837,0.0600000000000005,0.0
245,1982-06-30,,13.36,14.14,14.34,14.66,14.78,14.65,14.66,14.44,14.18,13.91,1982-06-01,,1.3899999999999988,1.58,1.4100000000000001,1.040000000000001,1.049999999999999,0.8900000000000006,0.8000000000000007,0.7299999999999986,0.5499999999999989,0.5199999999999996
246,1982-07-30,,10.57,11.9,12.56,13.17,13.53,13.73,13.75,13.68,13.63,13.42,1982-07-01,,-2.789999999999999,-2.24,-1.7799999999999994,-1.4900000000000002,-1.25,-0.9199999999999999,-0.9100000000000001,-0.7599999999999998,-0.5499999999999989,-0.4900000000000002
247,1982-08-31,,8.72,10.21,11.13,11.99,12.36,12.65,12.89,12.81,12.59,12.5,1982-08-01,,-1.8499999999999996,-1.6899999999999995,-1.4299999999999997,-1.1799999999999997,-1.17,-1.08,-0.8599999999999994,-0.8699999999999992,-1.040000000000001,-0.9199999999999999
248,1982-09-30,,7.88,8.68,10.26,11.23,11.52,11.69,11.72,11.73,11.65,11.79,1982-09-01,,-0.8400000000000007,-1.5300000000000011,-0.870000000000001,-0.7599999999999998,-0.8399999999999999,-0.9600000000000009,-1.17,-1.08,-0.9399999999999995,-0.7100000000000009
249,1982-10-29,,8.17,8.73,9.21,9.85,10.35,10.58,10.68,10.71,10.79,11.01,1982-10-01,,0.29000000000000004,0.05000000000000071,-1.049999999999999,-1.3800000000000008,-1.17,-1.1099999999999994,-1.040000000000001,-1.0199999999999996,-0.8600000000000012,-0.7799999999999994
250,1982-11-30,,8.56,9.04,9.38,9.96,10.08,10.37,10.67,10.79,10.79,10.7,1982-11-01,,0.39000000000000057,0.3099999999999987,0.16999999999999993,0.11000000000000121,-0.2699999999999996,-0.21000000000000085,-0.009999999999999787,0.0799999999999983,0.0,-0.3100000000000005
251,1982-12-31,,8.2,8.42,8.68,9.48,9.74,10.09,10.32,10.36,10.62,10.43,1982-12-01,,-0.3600000000000012,-0.6199999999999992,-0.7000000000000011,-0.4800000000000004,-0.33999999999999986,-0.27999999999999936,-0.34999999999999964,-0.4299999999999997,-0.16999999999999993,-0.2699999999999996
252,1983-01-31,,8.36,8.65,8.91,9.58,9.93,10.31,10.69,10.8,11.14,10.99,1983-01-01,,0.16000000000000014,0.23000000000000043,0.23000000000000043,0.09999999999999964,0.1899999999999995,0.22000000000000064,0.3699999999999992,0.4400000000000013,0.5200000000000014,0.5600000000000005
253,1983-02-28,,8.21,8.38,8.61,9.31,9.55,9.83,10.01,10.27,10.62,10.51,1983-02-01,,-0.14999999999999858,-0.2699999999999996,-0.3000000000000007,-0.2699999999999996,-0.379999999999999,-0.4800000000000004,-0.6799999999999997,-0.5300000000000011,-0.5200000000000014,-0.4800000000000004
254,1983-03-31,,8.96,9.2,9.34,9.87,10.04,10.27,10.52,10.62,10.84,10.69,1983-03-01,,0.75,0.8199999999999985,0.7300000000000004,0.5599999999999987,0.48999999999999844,0.4399999999999995,0.5099999999999998,0.34999999999999964,0.22000000000000064,0.17999999999999972
255,1983-04-29,,8.38,8.55,8.75,9.35,9.58,9.88,10.15,10.27,10.52,10.38,1983-04-01,,-0.5800000000000001,-0.6499999999999986,-0.5899999999999999,-0.5199999999999996,-0.4599999999999991,-0.3899999999999988,-0.3699999999999992,-0.34999999999999964,-0.3200000000000003,-0.3099999999999987
256,1983-05-31,,8.97,9.26,9.48,10.02,10.21,10.55,10.77,10.81,11.12,10.97,1983-05-01,,0.5899999999999999,0.7099999999999991,0.7300000000000004,0.6699999999999999,0.6300000000000008,0.6699999999999999,0.6199999999999992,0.5400000000000009,0.5999999999999996,0.5899999999999999
257,1983-06-30,,9.15,9.43,9.7,10.23,10.41,10.76,10.92,10.96,11.2,11.01,1983-06-01,,0.17999999999999972,0.16999999999999993,0.21999999999999886,0.21000000000000085,0.1999999999999993,0.20999999999999908,0.15000000000000036,0.15000000000000036,0.08000000000000007,0.03999999999999915
258,1983-07-29,,9.59,9.99,10.48,11.03,11.22,11.59,11.74,11.76,12.01,11.8,1983-07-01,,0.4399999999999995,0.5600000000000005,0.7800000000000011,0.7999999999999989,0.8100000000000005,0.8300000000000001,0.8200000000000003,0.7999999999999989,0.8100000000000005,0.7900000000000009
259,1983-08-31,,9.64,10.19,10.59,11.18,11.45,11.79,11.94,11.98,12.15,11.96,1983-08-01,,0.05000000000000071,0.1999999999999993,0.10999999999999943,0.15000000000000036,0.22999999999999865,0.1999999999999993,0.1999999999999993,0.22000000000000064,0.14000000000000057,0.16000000000000014
260,1983-09-30,,9.04,9.41,9.89,10.53,10.79,11.2,11.39,11.44,11.64,11.44,1983-09-01,,-0.6000000000000014,-0.7799999999999994,-0.6999999999999993,-0.6500000000000004,-0.6600000000000001,-0.5899999999999999,-0.5499999999999989,-0.5400000000000009,-0.5099999999999998,-0.5200000000000014
261,1983-10-31,,8.83,9.3,9.82,10.61,10.98,11.39,11.62,11.74,11.93,11.78,1983-10-01,,-0.20999999999999908,-0.10999999999999943,-0.07000000000000028,0.08000000000000007,0.19000000000000128,0.19000000000000128,0.22999999999999865,0.3000000000000007,0.28999999999999915,0.33999999999999986
262,1983-11-30,,9.24,9.61,9.98,10.67,10.96,11.36,11.57,11.63,11.83,11.67,1983-11-01,,0.41000000000000014,0.3099999999999987,0.16000000000000014,0.0600000000000005,-0.019999999999999574,-0.030000000000001137,-0.049999999999998934,-0.10999999999999943,-0.09999999999999964,-0.10999999999999943
263,1983-12-30,,9.33,9.73,10.08,10.85,11.13,11.57,11.77,11.82,11.98,11.87,1983-12-01,,0.08999999999999986,0.120000000000001,0.09999999999999964,0.17999999999999972,0.16999999999999993,0.21000000000000085,0.1999999999999993,0.1899999999999995,0.15000000000000036,0.1999999999999993
264,1984-01-31,,9.26,9.53,9.85,10.58,10.89,11.34,11.56,11.67,11.82,11.78,1984-01-01,,-0.07000000000000028,-0.20000000000000107,-0.23000000000000043,-0.2699999999999996,-0.2400000000000002,-0.23000000000000043,-0.20999999999999908,-0.15000000000000036,-0.16000000000000014,-0.08999999999999986
265,1984-02-29,,9.49,9.89,10.21,10.99,11.22,11.74,11.97,12.04,12.21,12.14,1984-02-01,,0.23000000000000043,0.3600000000000012,0.3600000000000012,0.41000000000000014,0.33000000000000007,0.40000000000000036,0.41000000000000014,0.3699999999999992,0.39000000000000057,0.3600000000000012
266,1984-03-30,,10.09,10.49,10.8,11.6,11.86,12.28,12.45,12.53,12.51,12.52,1984-03-01,,0.5999999999999996,0.5999999999999996,0.5899999999999999,0.6099999999999994,0.6399999999999988,0.5399999999999991,0.47999999999999865,0.4900000000000002,0.29999999999999893,0.379999999999999
267,1984-04-30,,10.1,10.48,11.11,11.89,12.2,12.57,12.75,12.82,12.88,12.86,1984-04-01,,0.009999999999999787,-0.009999999999999787,0.3099999999999987,0.2900000000000009,0.33999999999999986,0.2900000000000009,0.3000000000000007,0.2900000000000009,0.370000000000001,0.33999999999999986
268,1984-05-31,,10.13,11.33,12.15,13.0,13.33,13.76,13.87,13.91,13.83,13.84,1984-05-01,,0.030000000000001137,0.8499999999999996,1.040000000000001,1.1099999999999994,1.1300000000000008,1.1899999999999995,1.1199999999999992,1.0899999999999999,0.9499999999999993,0.9800000000000004
269,1984-06-29,,10.31,11.19,12.3,13.17,13.48,13.72,13.82,13.84,13.77,13.64,1984-06-01,,0.17999999999999972,-0.14000000000000057,0.15000000000000036,0.16999999999999993,0.15000000000000036,-0.03999999999999915,-0.049999999999998934,-0.07000000000000028,-0.0600000000000005,-0.1999999999999993
270,1984-07-31,,10.83,11.4,11.86,12.57,12.7,12.85,12.91,12.91,12.94,12.87,1984-07-01,,0.5199999999999996,0.21000000000000085,-0.4400000000000013,-0.5999999999999996,-0.7800000000000011,-0.870000000000001,-0.9100000000000001,-0.9299999999999997,-0.8300000000000001,-0.7700000000000014
271,1984-08-31,,11.06,11.48,11.96,12.54,12.61,12.77,12.85,12.79,12.7,12.51,1984-08-01,,0.23000000000000043,0.08000000000000007,0.10000000000000142,-0.030000000000001137,-0.08999999999999986,-0.08000000000000007,-0.0600000000000005,-0.120000000000001,-0.2400000000000002,-0.35999999999999943
272,1984-09-28,,10.63,11.05,11.43,12.07,12.28,12.48,12.54,12.47,12.37,12.28,1984-09-01,,-0.4299999999999997,-0.4299999999999997,-0.5300000000000011,-0.46999999999999886,-0.33000000000000007,-0.28999999999999915,-0.3100000000000005,-0.3199999999999985,-0.33000000000000007,-0.23000000000000043
273,1984-10-31,,9.35,9.84,10.26,11.09,11.36,11.59,11.7,11.79,11.71,11.64,1984-10-01,,-1.2800000000000011,-1.2100000000000009,-1.17,-0.9800000000000004,-0.9199999999999999,-0.8900000000000006,-0.8399999999999999,-0.6800000000000015,-0.6599999999999984,-0.6399999999999988
274,1984-11-30,,8.74,9.18,9.71,10.5,10.86,11.25,11.56,11.58,11.71,11.58,1984-11-01,,-0.6099999999999994,-0.6600000000000001,-0.5499999999999989,-0.5899999999999999,-0.5,-0.33999999999999986,-0.1399999999999988,-0.20999999999999908,0.0,-0.0600000000000005
275,1984-12-31,,8.12,8.64,9.22,10.02,10.52,11.08,11.52,11.55,11.7,11.54,1984-12-01,,-0.620000000000001,-0.5399999999999991,-0.4900000000000002,-0.4800000000000004,-0.33999999999999986,-0.16999999999999993,-0.040000000000000924,-0.02999999999999936,-0.010000000000001563,-0.040000000000000924
276,1985-01-31,,8.33,8.61,9.09,9.9,10.36,10.77,11.07,11.17,11.3,11.21,1985-01-01,,0.21000000000000085,-0.030000000000001137,-0.13000000000000078,-0.11999999999999922,-0.16000000000000014,-0.3100000000000005,-0.4499999999999993,-0.3800000000000008,-0.3999999999999986,-0.3299999999999983
277,1985-02-28,,8.81,9.32,9.72,10.66,11.03,11.55,11.87,11.91,12.13,11.9,1985-02-01,,0.4800000000000004,0.7100000000000009,0.6300000000000008,0.7599999999999998,0.6699999999999999,0.7800000000000011,0.7999999999999989,0.7400000000000002,0.8300000000000001,0.6899999999999995
278,1985-03-29,,8.47,9.06,9.49,10.43,10.79,11.29,11.59,11.65,11.89,11.64,1985-03-01,,-0.33999999999999986,-0.2599999999999998,-0.23000000000000043,-0.23000000000000043,-0.2400000000000002,-0.26000000000000156,-0.27999999999999936,-0.2599999999999998,-0.2400000000000002,-0.2599999999999998
279,1985-04-30,,8.12,8.56,8.99,9.91,10.39,10.91,11.31,11.41,11.7,11.48,1985-04-01,,-0.3500000000000014,-0.5,-0.5,-0.5199999999999996,-0.3999999999999986,-0.379999999999999,-0.27999999999999936,-0.2400000000000002,-0.19000000000000128,-0.16000000000000014
280,1985-05-31,,7.38,7.62,7.98,8.92,9.27,9.68,10.15,10.28,10.7,10.58,1985-05-01,,-0.7399999999999993,-0.9400000000000004,-1.0099999999999998,-0.9900000000000002,-1.120000000000001,-1.2300000000000004,-1.1600000000000001,-1.1300000000000008,-1.0,-0.9000000000000004
281,1985-06-28,,7.05,7.33,7.71,8.67,9.08,9.65,10.08,10.25,10.61,10.47,1985-06-01,,-0.33000000000000007,-0.29000000000000004,-0.27000000000000046,-0.25,-0.1899999999999995,-0.02999999999999936,-0.07000000000000028,-0.02999999999999936,-0.08999999999999986,-0.10999999999999943
282,1985-07-31,,7.52,7.83,8.12,9.01,9.47,9.98,10.41,10.57,10.89,10.7,1985-07-01,,0.46999999999999975,0.5,0.40999999999999925,0.33999999999999986,0.39000000000000057,0.33000000000000007,0.33000000000000007,0.3200000000000003,0.28000000000000114,0.22999999999999865
283,1985-08-30,,7.38,7.7,8.03,8.96,9.33,9.74,10.17,10.28,10.67,10.48,1985-08-01,,-0.13999999999999968,-0.1299999999999999,-0.08999999999999986,-0.049999999999998934,-0.14000000000000057,-0.2400000000000002,-0.2400000000000002,-0.2900000000000009,-0.22000000000000064,-0.21999999999999886
284,1985-09-30,,7.27,7.44,7.99,8.88,9.27,9.73,10.15,10.31,10.75,10.57,1985-09-01,,-0.11000000000000032,-0.2599999999999998,-0.03999999999999915,-0.08000000000000007,-0.0600000000000005,-0.009999999999999787,-0.019999999999999574,0.030000000000001137,0.08000000000000007,0.08999999999999986
285,1985-10-31,,7.42,7.67,7.92,8.7,9.06,9.47,9.82,10.01,10.45,10.28,1985-10-01,,0.15000000000000036,0.22999999999999954,-0.07000000000000028,-0.1800000000000015,-0.20999999999999908,-0.2599999999999998,-0.33000000000000007,-0.3000000000000007,-0.3000000000000007,-0.2900000000000009
286,1985-11-29,,7.39,7.63,7.85,8.46,8.7,9.07,9.47,9.59,10.07,9.86,1985-11-01,,-0.03000000000000025,-0.040000000000000036,-0.07000000000000028,-0.23999999999999844,-0.3600000000000012,-0.40000000000000036,-0.34999999999999964,-0.41999999999999993,-0.379999999999999,-0.41999999999999993
287,1985-12-31,,7.28,7.44,7.6,7.98,8.22,8.49,8.87,9.0,9.5,9.27,1985-12-01,,-0.10999999999999943,-0.1899999999999995,-0.25,-0.4800000000000004,-0.47999999999999865,-0.5800000000000001,-0.6000000000000014,-0.5899999999999999,-0.5700000000000003,-0.5899999999999999
288,1986-01-31,,7.19,7.41,7.57,7.99,8.25,8.53,8.88,9.08,9.48,9.34,1986-01-01,,-0.08999999999999986,-0.03000000000000025,-0.02999999999999936,0.009999999999999787,0.02999999999999936,0.03999999999999915,0.010000000000001563,0.08000000000000007,-0.019999999999999574,0.07000000000000028
289,1986-02-28,,7.24,7.36,7.43,7.71,7.79,7.91,8.05,8.13,8.34,8.27,1986-02-01,,0.04999999999999982,-0.04999999999999982,-0.14000000000000057,-0.28000000000000025,-0.45999999999999996,-0.6199999999999992,-0.8300000000000001,-0.9499999999999993,-1.1400000000000006,-1.0700000000000003
290,1986-03-31,,6.53,6.57,6.72,6.92,7.02,7.19,7.21,7.39,7.46,7.44,1986-03-01,,-0.71,-0.79,-0.71,-0.79,-0.7700000000000005,-0.7199999999999998,-0.8400000000000007,-0.7400000000000011,-0.8799999999999999,-0.8299999999999992
291,1986-04-30,,6.28,6.44,6.54,6.83,7.02,7.17,7.26,7.38,7.55,7.47,1986-04-01,,-0.25,-0.1299999999999999,-0.17999999999999972,-0.08999999999999986,0.0,-0.020000000000000462,0.04999999999999982,-0.009999999999999787,0.08999999999999986,0.02999999999999936
292,1986-05-30,,6.49,6.7,6.88,7.36,7.58,7.82,8.03,8.05,7.9,7.74,1986-05-01,,0.20999999999999996,0.2599999999999998,0.33999999999999986,0.5300000000000002,0.5600000000000005,0.6500000000000004,0.7699999999999996,0.6700000000000008,0.35000000000000053,0.27000000000000046
293,1986-06-30,,6.13,6.22,6.41,6.81,7.0,7.23,7.29,7.35,7.3,7.24,1986-06-01,,-0.3600000000000003,-0.4800000000000004,-0.46999999999999975,-0.5500000000000007,-0.5800000000000001,-0.5899999999999999,-0.7399999999999993,-0.7000000000000011,-0.6000000000000005,-0.5
294,1986-07-31,,5.96,6.06,6.2,6.57,6.81,7.02,7.22,7.34,7.42,7.46,1986-07-01,,-0.16999999999999993,-0.16000000000000014,-0.20999999999999996,-0.23999999999999932,-0.1900000000000004,-0.21000000000000085,-0.07000000000000028,-0.009999999999999787,0.1200000000000001,0.21999999999999975
295,1986-08-29,,5.31,5.38,5.52,5.94,6.13,6.4,6.75,6.95,7.12,7.21,1986-08-01,,-0.6500000000000004,-0.6799999999999997,-0.6800000000000006,-0.6299999999999999,-0.6799999999999997,-0.6199999999999992,-0.46999999999999975,-0.3899999999999997,-0.2999999999999998,-0.25
